Ranking,Titulo,Critica Usuarios,Aprobacion,Cantidad Reviews,Windows,Mac,Linux,Fecha Lanzamiento,Precio Steam,Critica Categorica,Fecha Ingles,Fecha,Accion,Animacion Modelado,Aventura,Carreras,Contenido Sexual,Deportes,Desarrollo Juegos,Desnudos,Diseno Ilustracion,Disparos,Documentales,Edicion Fotografica,Educacion,Estrategia,Formacion Software,Free To Play,Indie,Multijugador Masivo,Primera Persona,Produccion Audio,Publicacion Web,Rol,Sangriento,Simulacion,Tutoriales,Utilidades,Violentos
7337,Impossible Creatures Steam Edition,Extremadamente positivas,95,1398,1,0,0,11 NOV 2015,$5.79,1,11 NOV 2015,2015-11-11,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7338,BlazBlue Cross Tag Battle Ver 2.0 Expansion Pack,Muy positivas,10,93,1,0,0,20 NOV 2019,$24.99,2,20 NOV 2019,2019-11-20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7339,Cue Club 2: Pool & Snooker,Muy positivas,89,628,1,0,0,7 MAR 2016,$9.99,2,7 MAR 2016,2016-03-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7340,My Time at Sandrock - Colección estelar 3,Mayormente positivas,70,10,1,0,0,23 NOV 2023,$2.99,3,23 NOV 2023,2023-11-23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
7341,Resist the succubus—The end of the female Knight,Mayormente positivas,76,1131,1,0,0,22 JUL 2022,$5.99,3,22 JUL 2022,2022-07-22,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
7342,Sky of Destruction,Variadas,58,29,1,0,0,21 JUL 2024,$7.29,5,21 JUL 2024,2024-07-21,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7343,Rebel Inc: Escalation - Arena y Secretos,Variadas,53,15,1,0,1,20 SEP 2022,$2.49,5,20 SEP 2022,2022-09-20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
7344,TRAIN CREW,Muy positivas,97,239,1,0,0,30 SEP 2021,$8.99,2,30 SEP 2021,2021-09-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7345,Ion Fury: Aftershock,Muy positivas,94,291,1,1,0,2 OCT 2023,$7.99,2,2 OCT 2023,2023-10-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7346,Pro Cycling Manager 2021,Mayormente positivas,77,330,1,0,0,3 JUN 2021,$19.99,3,3 JUN 2021,2021-06-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7347,Sniper Fury,Variadas,48,2660,1,0,0,13 JUN 2017,Gratuito,5,13 JUN 2017,2017-06-13,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1
7348,女神保卫战,Mayormente positivas,75,307,1,0,0,24 MAY 2024,$5.79,3,24 MAY 2024,2024-05-24,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
7349,"",Muy positivas,92,319,1,0,0,"","",2,"",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7350,Myst IV: Revelation,Mayormente positivas,72,192,1,0,1,25 SEP 2018,$7.99,3,25 SEP 2018,2018-09-25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7351,Sayonara Wild Hearts,Extremadamente positivas,96,7169,1,0,0,12 DIC 2019,$7.29,1,12 DEC 2019,2019-12-12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7352,Hero Siege - Extra Slots & Stash Space,Variadas,55,54,1,1,1,24 JUL 2019,$3.99,5,24 JUL 2019,2019-07-24,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
7353,Xanadu Next,Muy positivas,92,535,1,0,0,3 NOV 2016,$14.99,2,3 NOV 2016,2016-11-03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7354,Spellmasons,Muy positivas,91,368,1,0,1,31 ENE 2023,$7.00,2,31 JAN 2023,2023-01-31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7355,Perfect World M,Sin Dato,0,0,1,0,0,22 FEB 2024,Sin Dato,10,22 FEB 2024,2024-02-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
7356,GigaBash - Ultraman 4 Characters Pack,Positivas,92,41,1,0,0,8 NOV 2023,$6.99,4,8 NOV 2023,2023-11-08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7357,NEKO-NIN exHeart 3,Muy positivas,94,210,1,0,0,18 OCT 2019,$5.79,2,18 OCT 2019,2019-10-18,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7358,"",Variadas,65,387,1,0,0,"","",5,"",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7359,Super Alloy Ranger,Muy positivas,90,216,1,1,1,14 SEP 2022,$5.79,2,14 SEP 2022,2022-09-14,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7360,Sneak Out,Variadas,57,3017,1,0,0,6 JUN 2024,Gratuito,5,6 JUN 2024,2024-06-06,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
7361,[Chilla's Art] Night Delivery | 例外配達,Muy positivas,80,1004,1,0,0,4 JUN 2021,$2.99,2,4 JUN 2021,2021-06-04,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
7362,"",Mayormente positivas,72,154,1,0,0,"","",3,"",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7363,Field of Glory II: Medieval - Rise of the Swiss,Positivas,10,10,1,0,0,19 MAY 2022,$7.99,4,19 MAY 2022,2022-05-19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
7364,FatalZone,Mayormente positivas,70,1660,1,0,0,23 OCT 2023,$3.19,3,23 OCT 2023,2023-10-23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
7365,Fate/EXTELLA LINK,Muy positivas,93,3823,1,0,0,19 MAR 2019,$49.99,2,19 MAR 2019,2019-03-19,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7366,METAL GEAR SOLID V: GROUND ZEROES,Muy positivas,83,12001,1,0,0,18 DIC 2014,$10.49,2,18 DEC 2014,2014-12-18,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7367,World of Tanks — Steady Briton Pack,Sin Dato,0,0,1,0,0,11 MAY 2023,$21.50,10,11 MAY 2023,2023-05-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7368,Boxing School,Muy positivas,89,486,1,0,0,10 ENE 2019,$9.99,2,10 JAN 2019,2019-01-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7369,Paper Beast,Muy positivas,95,413,1,0,0,24 JUL 2020,$19.99,2,24 JUL 2020,2020-07-24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7370,Astalon: Tears of the Earth,Muy positivas,93,774,1,1,1,3 JUN 2021,$10.49,2,3 JUN 2021,2021-06-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7371,"",Mayormente positivas,71,906,1,0,0,"","",3,"",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7372,Buggos,Muy positivas,87,646,1,0,0,17 MAR 2022,$10.49,2,17 MAR 2022,2022-03-17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7373,Spin Rhythm XD - Monstercat DLC,Positivas,96,25,1,0,1,26 OCT 2023,$6.59,4,26 OCT 2023,2023-10-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7374,Iron Marines Invasion,Variadas,68,194,1,0,0,3 NOV 2023,$14.99,5,3 NOV 2023,2023-11-03,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7375,The Legend of Nayuta: Boundless Trails,Muy positivas,95,106,1,0,0,10 DIC 2021,$20.99,2,10 DEC 2021,2021-12-10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7376,Megaquarium: Aventuras en agua dulce - Expansión de lujo,Muy positivas,97,109,1,1,1,4 JUN 2020,$7.29,2,4 JUN 2020,2020-06-04,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
7377,Fox Hime Zero,Extremadamente positivas,97,4968,1,0,1,24 MAY 2018,$1.99,1,24 MAY 2018,2018-05-24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7378,"",Mayormente positivas,78,38356,1,1,0,"","",3,"",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7379,Rail Route - Happy Passengers,Sin Dato,0,0,1,1,1,21 MAY 2024,$2.99,10,21 MAY 2024,2024-05-21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
7380,Rock of Ages,Muy positivas,91,2977,1,0,0,7 SEP 2011,$9.99,2,7 SEP 2011,2011-09-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7381,"",Variadas,62,29,1,0,0,"","",5,"",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7382,SOS OPS! - GUNS N' OPS,Mayormente positivas,70,20,1,0,0,11 ABR 2024,$0.89,3,11 APR 2024,2024-04-11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7383,Sailing Era: Edge of the World,Muy positivas,81,70,1,0,0,11 SEP 2023,$3.14,2,11 SEP 2023,2023-09-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7384,Europa Universalis IV: Japan History Lessons,Sin Dato,0,0,1,1,1,20 JUN 2023,$2.99,10,20 JUN 2023,2023-06-20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
7385,AK-xolotl,Mayormente positivas,76,586,1,0,1,14 SEP 2023,$9.89,3,14 SEP 2023,2023-09-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7386,PickCrafter,Muy positivas,86,6558,1,0,1,14 DIC 2017,Gratuito,2,14 DEC 2017,2017-12-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
7387,"",Muy positivas,92,4601,1,0,0,"","",2,"",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7388,Car Mechanic Simulator 2021 - China DLC,Variadas,46,30,1,0,0,12 SEP 2023,$2.99,5,12 SEP 2023,2023-09-12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7389,The Unfinished Swan,Muy positivas,84,1431,1,0,0,10 SEP 2020,$8.29,2,10 SEP 2020,2020-09-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7390,Monster Camp Outfit Pack - Thirst and Sensibility,Sin Dato,0,0,1,1,1,11 FEB 2021,$1.49,10,11 FEB 2021,2021-02-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7391,Mobmania,Muy positivas,86,297,1,0,0,18 AGO 2022,$4.99,2,18 AUG 2022,2022-08-18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7392,Ficket: 追剧引擎,Mayormente positivas,71,1582,1,0,0,18 JUN 2021,$3.99,3,18 JUN 2021,2021-06-18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
7393,Nancy Drew®: Secrets Can Kill REMASTERED,Mayormente positivas,78,287,1,0,1,25 JUL 2011,$6.99,3,25 JUL 2011,2011-07-25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7394,Space Mechanic Simulator,Variadas,63,91,1,0,0,11 AGO 2023,$14.99,5,11 AUG 2023,2023-08-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
7395,Pawperty Damage,Muy positivas,92,358,1,1,1,23 MAY 2023,$4.99,2,23 MAY 2023,2023-05-23,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7396,Stellar Tactics,Muy positivas,81,1270,1,0,0,22 SEP 2016,$19.99,2,22 SEP 2016,2016-09-22,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
7397,Need for Speed™ Heat: Claves del mapa,Positivas,82,47,1,0,0,4 JUN 2020,$4.99,4,4 JUN 2020,2020-06-04,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7398,Lords and Villeins,Mayormente positivas,76,602,1,0,0,10 NOV 2022,$12.49,3,10 NOV 2022,2022-11-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7399,Back 4 Blood - Expansion 3: River of Blood,Mayormente positivas,79,160,1,0,0,6 DIC 2022,$14.99,3,6 DEC 2022,2022-12-06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
7400,Maitetsu:Last Run!!,Extremadamente positivas,98,3469,1,0,0,30 OCT 2020,$34.99,1,30 OCT 2020,2020-10-30,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7401,Rivals of Aether: Arcade Skin Pack,Sin Dato,0,0,1,0,0,15 JUL 2024,$4.49,10,15 JUL 2024,2024-07-15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7402,"Personaje DLC de KOF XV ""SYLVIE PAULA PAULA""",Positivas,10,13,1,0,0,16 MAY 2023,$3.59,4,16 MAY 2023,2023-05-16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7403,"",Extremadamente positivas,98,3401,1,0,0,"","",1,"",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7404,9-nine-:Episode 2,Extremadamente positivas,98,1217,1,0,0,16 AGO 2019,$10.49,1,16 AUG 2019,2019-08-16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7405,Euro Truck Simulator 2 - Window Flags,Muy positivas,87,760,1,1,1,8 JUN 2016,$0.89,2,8 JUN 2016,2016-06-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
7406,東方憑依華　～ Antinomy of Common Flowers.,Muy positivas,91,1718,1,0,0,5 ENE 2018,$24.99,2,5 JAN 2018,2018-01-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7407,Cities: Skylines - Content Creator Pack: Heart of Korea,Variadas,69,62,1,1,1,15 NOV 2022,$3.99,5,15 NOV 2022,2022-11-15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
7408,Omno,Muy positivas,92,1382,1,0,0,28 JUL 2021,$9.89,2,28 JUL 2021,2021-07-28,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7409,"",Mayormente positivas,70,165,1,0,0,"","",3,"",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7410,Aokana - Four Rhythms Across the Blue - EXTRA2,Extremadamente positivas,99,991,1,0,0,16 DIC 2022,$12.49,1,16 DEC 2022,2022-12-16,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7411,Grim Dawn - Steam Loyalist Items Pack,Muy positivas,93,200,1,0,0,22 DIC 2016,$4.99,2,22 DEC 2016,2016-12-22,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7412,Scarlet Tower,Muy positivas,84,1330,1,0,0,25 MAR 2024,$4.99,2,25 MAR 2024,2024-03-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7413,TY the Tasmanian Tiger,Extremadamente positivas,98,2339,1,0,0,12 DIC 2016,$7.99,1,12 DEC 2016,2016-12-12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7414,Lilipalace,Variadas,64,113,1,0,0,13 JUL 2018,$1.10,5,13 JUL 2018,2018-07-13,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
7415,Floor Plan 2,Muy positivas,89,73,1,0,0,1 ABR 2021,$29.99,2,1 APR 2021,2021-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7416,"",Muy positivas,83,3323,1,0,0,"","",2,"",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7417,"",Muy positivas,89,548,1,0,0,"","",2,"",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7418,Monster Hunter: World - Set de pegatinas: Poogie,Positivas,10,24,1,0,0,9 AGO 2018,$1.99,4,9 AUG 2018,2018-08-09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7419,Messy Up,Muy positivas,83,153,1,0,0,13 JUN 2024,$4.49,2,13 JUN 2024,2024-06-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
7420,EZ2ON REBOOT : R - HARDCORE TANO*C Music Pack Vol.1,Muy positivas,96,155,1,0,0,29 MAR 2024,$9.49,2,29 MAR 2024,2024-03-29,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7421,Rock of Ages 2: Bigger & Boulder™,Muy positivas,89,2365,1,0,0,28 AGO 2017,$14.99,2,28 AUG 2017,2017-08-28,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
7422,Aldro,Positivas,86,23,1,0,0,19 JUL 2024,$4.99,4,19 JUL 2024,2024-07-19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7423,Harvest Moon: Light of Hope Special Edition,Mayormente positivas,76,954,1,0,0,14 NOV 2017,$19.99,3,14 NOV 2017,2017-11-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7424,MotionMuse,Sin Dato,0,0,1,0,0,16 FEB 2022,$34.99,10,16 FEB 2022,2022-02-16,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7425,EarthX,Muy positivas,92,507,1,1,1,12 JUL 2023,$7.99,2,12 JUL 2023,2023-07-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7426,Apsulov: End of Gods,Muy positivas,87,1338,1,0,0,8 AGO 2019,$10.49,2,8 AUG 2019,2019-08-08,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
7427,Super Animal Royale Season 10 Starter Pack,Positivas,94,34,1,0,1,12 DIC 2023,$2.99,4,12 DEC 2023,2023-12-12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
7428,Inkbound - Supporter Pack: The Story Begins,Sin Dato,0,0,1,0,0,27 OCT 2023,$5.79,10,27 OCT 2023,2023-10-27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
7429,"Age of Empires III: Definitive Edition – Pack cosmético de héroes, vol. 1",Muy positivas,89,73,1,0,0,18 OCT 2022,$2.49,2,18 OCT 2022,2022-10-18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7430,Among Trees,Variadas,69,1885,1,0,0,10 NOV 2021,$14.99,5,10 NOV 2021,2021-11-10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
7431,The Alto Collection,Muy positivas,94,54,1,0,1,7 MAR 2024,$5.79,2,7 MAR 2024,2024-03-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7432,Will You Snail?,Extremadamente positivas,97,2317,1,0,0,9 MAR 2022,$6.29,1,9 MAR 2022,2022-03-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7433,MangaKa,Mayormente positivas,79,112,1,0,1,27 ABR 2023,$9.99,3,27 APR 2023,2023-04-27,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7434,Metel - Horror Escape,Muy positivas,93,1533,1,0,1,1 SEP 2020,$2.99,2,1 SEP 2020,2020-09-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
7435,Mega Man X Legacy Collection Soundtrack,Sin Dato,0,0,0,0,0,24 JUL 2018,$17.99,10,24 JUL 2018,2018-07-24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7436,Sky Force Anniversary,Muy positivas,92,1929,1,1,1,29 ABR 2015,$9.99,2,29 APR 2015,2015-04-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7437,DRAGON BALL FighterZ - Janemba,Muy positivas,98,68,1,0,0,8 AGO 2019,$3.99,2,8 AUG 2019,2019-08-08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7438,Prop Hunt 2.0,Mayormente negativas,34,38,1,0,0,12 JUL 2022,$12.99,6,12 JUL 2022,2022-07-12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7439,OMSI 2 Add-on Citybus S31X,Mayormente positivas,73,34,1,0,0,12 AGO 2022,$9.29,3,12 AUG 2022,2022-08-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7440,Lost Eidolons - Artbook & World Map,Sin Dato,0,0,1,0,0,13 OCT 2022,$6.59,10,13 OCT 2022,2022-10-13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
7441,Backrooms Descent: Horror Game,Variadas,65,52,1,0,0,28 OCT 2023,$6.99,5,28 OCT 2023,2023-10-28,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7442,Simpler Times,Positivas,10,33,1,0,0,7 JUN 2024,$5.79,4,7 JUN 2024,2024-06-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7443,Call of the Wild: The Angler™ - Fiskespro Gear Pack,Sin Dato,0,0,1,0,0,5 DIC 2023,$1.99,10,5 DEC 2023,2023-12-05,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7444,Party Hard,Muy positivas,91,8105,1,1,1,25 AGO 2015,$5.79,2,25 AUG 2015,2015-08-25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
7445,Expansion - Crusader Kings II: Horse Lords,Mayormente positivas,71,160,1,1,1,14 JUL 2015,$8.99,3,14 JUL 2015,2015-07-14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
7446,OPUS: The Day We Found Earth,Muy positivas,86,1171,1,0,1,22 ABR 2016,$7.99,2,22 APR 2016,2016-04-22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7447,"",Variadas,55,29,1,1,1,"","",5,"",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7448,NEO Scavenger,Muy positivas,89,4145,1,1,1,15 DIC 2014,$7.99,2,15 DEC 2014,2014-12-15,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
7449,Jack Move,Muy positivas,80,573,1,0,1,8 SEP 2022,$10.49,2,8 SEP 2022,2022-09-08,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7450,"",Sin Dato,0,0,1,0,0,"","",10,"",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7451,Nancy Drew®: Last Train to Blue Moon Canyon,Muy positivas,96,302,1,0,0,10 OCT 2009,$6.99,2,10 OCT 2009,2009-10-10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7452,Kingdom Come: Deliverance – OST Essentials,Muy positivas,86,76,0,0,0,14 FEB 2018,$4.99,2,14 FEB 2018,2018-02-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7453,Townsmen - A Kingdom Rebuilt,Mayormente positivas,79,658,1,0,0,26 FEB 2019,$9.99,3,26 FEB 2019,2019-02-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
