appid,windows,mac,linux
552460,1,0,1
552500,1,0,0
552520,1,0,0
552540,1,1,0
552550,1,0,0
552570,1,0,0
552580,1,0,0
552590,1,0,0
552610,1,0,0
552620,1,1,1
552630,1,0,0
552660,1,0,0
552670,1,0,0
552690,1,1,0
552700,1,0,0
552720,1,1,1
552780,1,0,0
552800,1,0,0
552870,1,0,0
552880,1,0,0
552900,1,0,0
552910,1,0,0
552920,1,1,0
552940,1,0,0
552960,1,0,0
552970,1,1,1
552990,1,0,0
553000,1,0,0
553020,1,0,1
553040,1,0,0
553050,1,0,0
553100,1,0,0
553110,1,0,0
553130,1,1,0
553150,1,0,0
553180,1,0,0
553210,1,0,0
553260,1,1,1
553290,1,1,0
553310,1,0,0
553320,1,0,0
553330,1,0,0
553340,1,1,1
553350,1,0,0
553410,1,0,0
553430,1,0,0
553440,1,0,0
553450,1,0,0
553470,1,0,0
553480,1,1,0
553490,1,0,0
553520,1,1,0
553530,1,0,0
553560,1,0,0
553570,1,1,1
553590,1,0,0
553610,1,1,1
553630,1,0,0
553640,1,1,0
553660,1,0,0
553680,1,0,0
553690,1,0,0
553740,1,0,0
553760,1,0,0
553780,1,0,1
553790,1,0,0
553800,1,0,0
553820,1,1,1
553830,1,0,0
553880,1,0,0
553910,1,0,0
553950,1,1,1
553960,1,0,0
554140,1,0,0
554150,1,1,1
554180,1,1,1
554220,1,0,0
554280,1,0,0
554290,1,0,0
554310,1,1,1
554330,1,1,0
554470,1,0,0
554510,1,0,0
554550,1,0,0
554560,1,0,0
554570,1,0,0
554590,1,1,1
554600,1,1,0
554620,1,1,1
554640,1,1,1
554660,1,0,0
554670,1,1,0
554680,1,0,0
554690,1,0,0
554700,1,0,0
554750,1,1,1
554770,1,0,0
554800,1,1,1
554810,1,0,0
554870,1,0,0
554920,1,0,0
554940,1,0,0
555010,1,0,0
555050,1,0,0
555060,1,0,0
555080,1,0,0
555100,1,0,0
555130,1,0,0
555150,1,1,1
555160,1,0,0
555170,1,0,0
555180,1,1,0
555210,1,1,1
555220,1,1,1
555230,1,0,0
555260,1,0,0
555280,1,0,0
555290,1,1,1
555310,1,0,1
555320,1,1,1
555370,1,1,0
555400,1,0,0
555410,1,0,0
555430,1,0,0
555440,1,0,0
555450,1,0,0
555510,1,1,1
555520,1,0,0
555570,1,0,0
555580,1,0,0
555600,1,0,0
555610,1,1,1
555620,1,0,0
555630,1,0,0
555640,1,0,0
555650,1,0,1
555660,1,0,0
555670,1,0,0
555700,1,0,0
555710,1,1,0
555720,1,1,1
555730,1,0,0
555750,1,1,0
555760,1,0,0
555820,1,0,0
555830,1,0,0
555850,1,1,1
555880,1,0,0
555890,1,0,0
555920,1,0,0
555930,1,0,0
555940,1,1,1
555950,1,0,0
555970,1,0,0
555980,1,0,0
556000,1,0,0
556010,1,0,0
556050,1,0,0
556070,1,0,0
556090,1,0,0
556110,1,0,0
556120,1,0,0
556130,1,0,1
556140,1,0,0
556160,1,0,0
556180,1,0,0
556190,1,1,0
556230,1,0,0
556250,1,0,0
556260,1,0,0
556280,1,1,0
556300,1,0,0
556310,1,1,1
556340,1,0,0
556480,1,0,0
556520,1,0,0
556540,1,0,0
556550,1,0,0
556640,1,0,0
556680,1,0,0
556700,1,0,0
556710,1,0,0
556720,1,0,0
556740,1,0,0
556770,1,0,0
556780,1,0,0
556820,1,1,1
556830,1,0,0
556840,1,0,0
556850,1,0,0
556860,1,0,0
556870,1,1,0
556890,1,0,0
556920,1,0,0
556960,1,1,0
556990,1,1,0
557030,1,1,1
557040,1,1,1
557190,1,0,0
557240,1,1,0
557260,1,0,0
557330,1,0,0
557400,1,1,0
557410,1,1,0
557420,1,0,0
557460,1,0,0
557520,1,0,0
557570,1,1,0
557580,1,0,0
557600,1,1,0
557630,1,0,0
557670,1,0,0
557680,1,0,0
557700,1,1,1
557720,1,0,0
557730,1,0,0
557750,1,0,0
557760,1,0,0
557770,1,0,0
557780,1,0,0
557790,1,0,0
557810,1,0,0
557830,1,0,0
557850,1,0,0
557860,1,1,1
557880,1,0,0
557890,1,1,1
557940,1,0,0
557960,1,0,0
557970,1,1,0
558010,1,0,0
558020,1,0,0
558030,1,0,0
558050,1,0,0
558060,1,0,0
558100,1,0,0
558110,1,1,0
558260,1,1,1
558320,1,0,0
558340,1,1,1
558410,1,1,1
558420,1,1,0
558440,1,0,0
558450,1,0,1
558490,1,1,1
558650,1,0,0
558660,1,0,0
558670,1,0,0
558680,1,0,0
558720,1,1,0
558740,1,0,0
558750,1,0,0
558780,1,1,0
558790,1,1,1
558810,1,0,0
558850,1,0,0
558870,1,0,0
558990,1,1,1
559010,1,0,0
559030,1,0,0
559070,1,1,0
559100,1,0,0
559130,1,0,0
559140,1,0,0
559170,1,0,0
559200,1,0,0
559210,1,1,1
559250,1,1,0
559260,1,0,0
559280,1,0,0
559300,1,0,0
559310,1,0,0
559330,1,0,0
559340,1,0,0
559350,1,0,0
559360,1,0,0
559450,1,0,1
559610,1,1,1
559620,1,0,0
559640,1,0,0
559650,1,0,0
559680,1,0,0
559850,1,1,1
559870,1,1,0
559900,1,0,0
559910,1,1,1
559920,1,0,0
559930,1,1,1
559960,1,1,0
559990,1,0,0
560000,1,1,1
560010,1,0,0
560050,1,0,0
560080,1,0,1
560130,1,1,1
560150,1,0,0
560170,1,0,0
560180,1,1,0
560200,1,1,0
560220,1,0,0
560230,1,0,0
560250,1,1,1
560260,1,0,0
560300,1,0,0
560340,1,0,0
560350,1,0,0
560370,1,0,0
560380,1,0,0
560430,1,0,0
560510,1,0,0
560550,1,0,0
560570,1,0,0
560600,1,0,0
560640,1,0,0
560710,1,0,0
560720,1,0,0
560730,1,0,0
560740,1,0,0
560750,1,0,0
560760,1,0,0
560770,1,0,0
560790,1,1,0
560820,1,0,0
560870,1,0,0
560930,1,0,0
560960,1,0,0
560970,1,0,0
561000,1,1,0
561010,1,0,0
561080,1,0,0
561100,1,1,0
561110,1,1,1
561120,1,1,1
561190,1,0,0
561230,1,0,0
561260,1,1,0
561340,1,0,0
561360,1,0,0
561420,1,1,0
561450,1,1,0
561480,1,0,0
561510,1,1,1
561590,1,0,0
561600,1,1,1
561610,1,0,0
561680,1,0,0
561690,1,0,0
561740,1,1,1
561770,1,0,0
561930,1,0,0
561970,1,0,0
562010,1,1,0
562050,1,1,1
562090,1,0,0
562160,1,0,0
562220,1,0,0
562230,1,1,1
562240,1,0,0
562250,1,1,1
562260,1,0,1
562270,1,0,0
562280,1,1,1
562290,1,0,0
562310,1,1,1
562320,1,0,0
562330,1,1,1
562360,1,0,0
562410,1,0,0
562420,1,1,1
562430,1,0,0
562450,1,0,0
562460,1,1,1
562470,1,0,0
562480,1,0,0
562490,1,0,0
562500,1,1,0
562520,1,0,0
562540,1,0,0
562570,1,0,0
562600,1,0,1
562640,1,0,0
562660,1,0,0
562670,1,1,0
562680,1,1,1
562690,1,1,1
562700,1,1,1
562730,1,1,0
562740,1,0,0
562760,1,0,0
562800,1,0,0
562810,1,0,0
562840,1,0,0
562860,1,0,1
563120,1,0,0
563130,1,0,0
563150,1,1,1
563160,1,0,0
563170,1,0,0
563180,1,1,1
563190,1,0,0
563200,1,0,0
563250,1,0,0
563260,1,0,0
563270,1,0,0
563320,1,0,0
563330,1,0,0
563340,1,0,0
563360,1,0,0
563370,1,1,1
563380,1,0,0
563390,1,0,0
563400,1,0,0
563410,1,1,1
563430,1,0,0
563470,1,0,0
563490,1,1,0
563500,1,0,0
563520,1,1,1
563550,1,0,0
563560,1,0,0
563610,1,0,0
563680,1,0,0
563710,1,1,0
563750,1,1,1
563760,1,0,0
563810,1,1,1
563830,1,0,0
563860,1,0,0
563910,1,0,0
564010,1,0,0
564040,1,0,1
564050,1,1,1
564070,1,0,0
564080,1,0,0
564090,1,0,0
564100,1,0,0
564140,1,0,0
564150,1,0,0
564160,1,0,0
564210,1,0,0
564230,1,0,0
564280,1,0,0
564330,1,0,0
564340,1,0,0
564420,1,1,1
564450,1,0,0
564470,1,1,1
564480,1,0,0
564520,1,0,0
564530,1,0,0
564700,1,0,0
564710,1,0,0
564720,1,1,0
564750,1,0,0
564810,1,1,0
564900,1,0,0
564920,1,0,0
564940,1,1,0
564950,1,0,0
564960,1,0,0
564980,1,0,0
564990,1,0,0
565020,1,0,0
565030,1,0,0
565110,1,0,0
565120,1,1,1
565140,1,0,0
565170,1,0,0
565190,1,0,0
565200,1,0,0
565330,1,0,0
565380,1,0,0
565390,1,1,0
565490,1,0,0
565540,1,0,0
565550,1,0,0
565600,1,0,0
565640,1,0,0
565650,1,0,0
565660,1,0,0
565670,1,0,0
565690,1,0,0
565720,1,1,0
565730,1,0,0
565860,1,0,0
565910,1,0,0
565980,1,1,1
566050,1,0,0
566060,1,0,0
566090,1,0,0
566130,1,0,0
566140,1,0,0
566150,1,0,0
566160,1,0,0
566170,1,0,0
566180,1,0,0
566190,1,0,0
566200,1,1,0
566220,1,0,0
566270,1,0,0
566320,1,1,0
566350,1,0,0
566380,1,0,0
566410,1,0,0
566420,1,1,1
566430,1,1,1
566530,1,0,0
566540,1,0,0
566550,1,0,1
566560,1,0,0
566570,1,0,0
566580,1,0,0
566640,1,0,0
566670,1,1,1
566690,1,1,1
566700,1,0,0
566730,1,0,0
566750,1,0,0
566780,1,0,0
566800,1,0,0
566810,1,0,0
566860,1,0,0
566870,1,0,0
566880,1,0,0
566900,1,0,0
566910,1,0,0
566930,1,0,0
566940,1,0,0
566970,1,0,0
566980,1,0,0
566990,1,0,0
567000,1,0,0
567010,1,1,0
567020,1,0,0
567030,1,1,1
567040,1,0,0
567060,1,0,0
567080,1,1,1
567130,1,0,0
567140,1,0,0
567150,1,1,0
567160,1,0,0
567170,1,1,1
567200,1,1,1
567210,1,1,1
567220,1,0,0
567240,1,0,0
567250,1,0,0
567260,1,0,0
567270,1,1,0
567280,1,1,0
567290,1,1,1
567320,1,1,1
567340,1,0,0
567370,1,0,0
567380,1,1,1
567430,1,0,0
567480,1,0,0
567580,1,1,1
567600,1,1,0
567620,1,0,0
567640,1,0,0
567660,1,0,0
567670,1,0,1
567680,1,1,0
567730,1,0,0
567750,1,0,0
567780,1,1,1
567800,1,1,1
567840,1,0,0
567860,1,1,1
567890,1,1,0
567980,1,0,0
568020,1,1,1
568030,1,0,0
568040,1,0,0
568060,1,0,0
568090,1,1,0
568130,1,0,0
568160,1,0,0
568200,1,0,1
568220,1,0,0
568240,1,0,0
568250,1,0,0
568300,1,1,1
568310,1,0,0
568320,1,1,1
568330,1,0,0
568340,1,0,0
568370,1,1,1
568400,1,1,1
568440,1,1,0
568450,1,0,0
568460,1,1,1
568470,1,0,0
568490,1,0,0
568500,1,0,1
568570,1,0,0
568610,1,1,1
568670,1,0,0
568690,1,0,0
568720,1,0,1
568750,1,0,0
568770,1,1,1
568780,1,0,0
568800,1,0,0
568830,1,0,0
568840,1,0,1
568860,1,0,0
568910,1,0,0
568920,1,0,0
568930,1,0,0
569010,1,1,1
569050,0,1,0
569130,1,1,1
569140,1,0,0
569150,1,0,0
569200,1,0,1
569210,1,1,1
569220,1,0,0
569270,1,0,0
569290,1,0,0
569340,1,1,0
569350,1,0,0
569360,1,0,0
569370,1,0,0
569380,1,1,0
569390,1,0,0
569420,1,0,0
569430,1,0,0
569480,1,1,1
569490,1,0,0
569500,1,0,0
569520,1,0,0
569530,1,0,0
569570,1,1,0
569610,1,0,0
569630,1,0,0
569640,1,0,0
569720,1,0,0
569760,1,0,0
569770,1,0,0
569800,1,1,0
569810,1,1,0
569840,1,0,0
569860,1,1,1
569870,1,0,0
569940,1,0,0
570000,1,0,0
570050,1,0,0
570060,1,0,0
570090,1,0,0
570150,1,0,0
570230,1,0,0
570340,1,0,0
570350,1,1,1
570420,1,0,0
570460,1,0,0
570470,1,0,0
570490,1,1,1
570500,1,0,0
570540,1,0,0
570580,1,0,0
570590,1,0,0
570600,1,0,0
570680,1,0,0
570690,1,0,0
570710,1,0,0
570770,1,0,0
570780,1,0,0
570790,1,0,0
570810,1,0,0
570840,1,1,1
570850,1,0,0
570860,1,0,0
570890,1,0,0
570910,1,0,0
570940,1,0,0
570970,1,0,0
570980,1,0,0
571020,1,1,1
571050,1,0,0
571060,1,0,0
571080,1,0,0
571230,1,0,0
571260,1,0,0
571310,1,1,1
571330,1,1,1
571340,1,0,0
571350,1,0,1
571430,1,0,0
571500,1,0,0
571520,1,0,0
571530,1,0,0
571550,1,0,0
571630,1,0,0
571660,1,0,0
571680,1,0,0
571720,1,0,0
571740,1,0,0
571860,1,0,0
571870,1,1,1
571880,1,1,1
571910,1,0,0
572000,1,0,0
572010,1,0,0
572020,1,1,1
572040,1,0,0
572050,1,0,0
572130,1,0,0
572160,1,1,1
572170,1,0,0
572180,1,0,0
572220,1,0,0
572240,1,0,0
572290,1,0,0
572300,1,1,1
572330,1,0,0
572410,1,0,0
572430,1,0,0
572480,1,1,1
572520,1,0,0
572540,1,0,0
572570,1,0,0
572580,1,0,0
572630,1,0,0
572640,1,0,0
572660,1,0,0
572700,1,0,0
572710,1,0,0
572720,1,0,0
572730,1,0,0
572740,1,0,0
572760,1,1,0
572890,1,1,1
572980,1,0,0
573040,1,1,0
573050,1,1,1
573060,1,0,0
573070,1,0,0
573080,1,1,0
573090,1,1,0
573100,1,0,0
573110,1,0,0
573120,1,1,0
573130,1,0,0
573170,1,1,0
573210,1,0,0
573260,1,0,0
573270,1,0,0
573280,1,0,0
573300,1,1,1
573320,1,0,0
573330,1,0,0
573340,1,0,0
573360,1,0,0
573370,1,0,0
573410,1,1,1
573460,1,0,0
573490,1,1,1
573530,1,0,0
573550,1,0,0
573600,1,0,0
573610,1,0,0
573650,1,0,0
573660,1,1,1
573670,1,0,0
573680,1,1,1
573690,1,0,0
573700,1,0,0
573710,1,0,0
573720,1,0,0
573740,1,0,0
573750,1,0,0
573760,1,0,0
573770,1,0,0
573780,1,1,1
573790,1,0,0
573800,1,0,0
574010,1,0,0
574030,1,1,1
574040,1,0,0
574050,1,0,0
574070,1,1,0
574080,1,0,0
574090,1,0,0
574120,1,1,0
574140,1,0,0
574150,1,0,0
574160,1,0,0
574170,1,0,0
574190,1,0,0
574200,1,0,0
574220,1,0,0
574260,1,1,1
574270,1,1,1
574310,1,1,1
574410,1,0,0
574420,1,0,0
574440,1,0,0
574500,1,0,1
574520,1,0,0
574560,1,1,1
574580,1,0,1
574590,1,1,0
574690,1,0,0
574710,1,0,0
574740,1,0,0
574760,1,0,1
574780,1,0,0
574810,1,0,0
574820,1,0,0
574850,1,0,0
574860,1,0,0
574890,1,0,0
574910,1,0,0
574920,1,0,0
574940,1,0,0
574980,1,0,0
575000,1,0,0
575010,1,1,1
575030,1,1,1
575060,1,1,1
575080,1,0,0
575090,1,0,1
575100,1,0,0
575110,1,0,0
575130,1,0,0
575140,1,0,0
575210,1,0,0
575330,1,1,0
575340,1,1,0
575360,1,0,0
575400,1,1,1
575420,1,0,0
575430,1,0,0
575450,1,0,0
575460,1,1,1
575480,1,0,0
575490,1,0,0
575510,1,0,0
575550,1,1,0
575560,1,0,0
575570,1,0,0
575580,1,0,0
575590,1,0,0
575600,1,0,0
575630,1,1,1
575640,1,0,0
575650,1,1,1
575670,1,0,0
575680,1,0,0
575690,1,0,0
575700,1,0,0
575710,1,0,0
575720,1,0,0
575740,1,0,0
575750,1,0,0
575760,1,0,0
575770,1,0,0
575780,1,0,0
575800,1,1,0
575810,1,0,0
575820,1,0,1
575830,1,0,0
575840,1,1,1
575850,1,0,0
575860,1,0,0
575870,1,0,0
575880,1,0,0
575890,1,0,0
575900,1,1,0
575910,1,0,0
575920,1,0,0
575940,1,1,0
575950,1,1,1
575960,1,1,0
575970,1,0,0
575990,1,0,0
576010,1,1,1
576020,1,0,0
576030,1,1,1
576050,1,0,0
576060,1,0,0
576100,1,0,0
576110,1,0,0
576120,1,0,0
576130,1,1,1
576160,1,0,0
576260,1,0,1
576280,1,1,0
576290,1,1,0
576310,1,0,0
576320,1,0,0
576370,1,0,0
576380,1,0,0
576390,1,1,1
576400,1,1,0
576410,1,0,0
576420,1,0,0
576470,1,0,0
576480,1,0,0
576500,1,1,1
576540,1,0,0
576560,1,0,0
576590,1,0,0
576620,1,0,0
576650,1,0,0
576660,1,0,1
576670,1,1,0
576700,1,0,0
576720,1,0,0
576730,1,0,0
576740,1,0,0
576750,1,0,0
576770,1,0,0
576800,1,0,0
576810,1,0,1
576820,1,0,0
576840,1,0,0
576860,1,1,1
576880,1,0,0
576940,1,0,0
576950,1,0,0
576960,1,1,1
576980,1,1,0
577000,1,0,0
577080,1,0,0
577120,1,0,0
577150,1,1,1
577160,1,0,0
577180,1,0,0
577210,1,1,0
577230,1,0,0
577270,1,0,0
577280,1,0,0
577290,1,0,0
577320,1,0,0
577330,1,0,0
577360,1,1,1
577370,1,0,0
577380,1,0,1
577390,1,0,0
577410,1,0,0
577440,1,0,0
577470,1,0,0
577480,1,1,1
577490,1,1,1
577530,1,0,0
577560,1,0,0
577570,1,0,0
577580,1,0,0
577640,1,0,0
577670,1,0,0
577690,1,1,0
577700,1,0,0
577730,1,1,1
577740,1,0,0
577760,1,0,0
577780,1,0,0
577800,1,0,0
577850,1,0,0
577890,1,0,0
577910,1,1,1
577940,1,0,0
577970,1,0,0
577980,1,0,0
577990,1,0,0
578010,1,0,0
578060,1,0,0
578080,1,0,0
578180,1,0,0
578190,1,0,0
578210,1,0,0
578250,1,0,0
578260,1,0,0
578310,1,1,1
578320,1,0,0
578330,1,0,0
578350,1,0,0
578360,1,0,0
578390,1,0,0
578420,1,0,1
578430,1,1,1
578440,1,0,0
578470,1,0,0
578590,1,0,0
578610,1,0,0
578620,1,0,0
578660,1,0,0
578670,1,0,0
578690,1,1,0
578720,1,1,0
578740,1,0,0
578800,1,0,0
578830,1,0,0
578850,1,1,0
578870,1,0,1
578880,1,0,0
578890,1,0,0
578900,1,1,1
578920,1,0,0
578930,1,1,0
579020,1,0,0
579030,1,0,0
579040,1,0,0
579050,1,0,0
579080,1,0,0
579110,1,0,0
579130,1,0,0
579150,1,1,1
579160,1,0,0
579180,1,0,0
579210,1,0,0
579230,1,1,1
579330,1,0,0
579490,1,0,0
579580,1,0,0
579720,1,0,0
579760,1,1,1
579780,1,0,0
579820,1,0,0
579840,1,0,0
579870,1,1,0
579940,1,0,0
579950,1,1,0
579980,1,0,0
580010,1,0,0
580040,1,0,0
580060,1,0,0
580170,1,1,1
580200,1,0,0
580300,1,0,0
580320,1,1,1
580410,1,0,0
580420,1,0,0
580480,1,0,0
580510,1,0,0
580520,1,0,0
580540,1,0,0
580560,1,0,0
580570,1,0,0
580590,1,1,1
580630,1,0,0
580680,1,0,0
580710,1,0,0
580720,1,0,0
580820,1,0,0
580870,1,0,0
580880,1,1,1
580890,1,0,0
580910,1,1,1
580930,1,1,0
580940,1,1,0
580950,1,1,0
580970,1,0,0
580990,1,0,0
581000,1,0,0
581010,1,0,0
581030,1,0,0
581060,1,0,0
581100,1,1,1
581120,1,1,1
581130,1,0,0
581200,1,0,0
581210,1,0,0
581220,1,0,0
581230,1,0,0
581270,1,1,0
581300,1,1,1
581310,1,0,1
581320,1,0,0
581340,1,0,0
581360,1,1,1
581370,1,0,0
581380,1,0,0
581430,1,0,0
581460,1,0,0
581520,1,0,0
581590,1,1,1
581600,1,0,0
581630,1,0,0
581640,1,0,0
581650,1,1,1
581670,1,0,0
581700,1,0,0
581710,1,0,0
581720,1,0,0
581730,1,0,0
581740,1,0,0
581800,1,0,0
581810,1,1,1
581820,1,0,0
581840,1,0,1
581890,1,0,0
581910,1,0,0
581920,1,0,0
581970,1,0,0
581980,1,0,0
582010,1,0,0
582030,1,0,0
582050,1,0,0
582160,1,0,0
582200,1,0,0
582210,1,0,0
582220,1,0,0
582260,1,0,0
582270,1,1,1
582280,1,0,0
582290,1,0,0
582330,1,1,0
582350,1,0,0
582360,1,0,0
582370,1,0,0
582390,1,0,0
582430,1,0,0
582440,1,0,0
582500,1,1,1
582530,1,0,0
582550,1,1,1
582560,1,0,0
582580,1,0,0
582610,1,0,0
582620,1,0,0
582660,1,0,0
582830,1,0,0
582840,1,0,1
582890,1,0,1
582920,1,1,1
582960,1,0,0
582980,1,0,0
582990,1,0,0
583000,1,1,0
583010,1,0,0
583030,1,0,0
583040,1,0,0
583060,1,0,0
583090,1,0,0
583150,1,0,0
583190,1,1,1
583240,1,0,0
583270,1,1,1
583470,1,1,1
583490,1,1,1
583500,1,0,0
583530,1,0,0
583570,1,0,0
583590,1,0,0
583660,1,0,0
583740,1,0,0
583750,1,0,0
583760,1,1,1
583890,1,1,1
583930,1,0,0
583950,1,1,1
584040,1,0,0
584100,1,0,0
584150,1,0,0
584170,1,0,0
584220,1,0,0
584280,1,0,0
584370,1,1,0
584400,1,0,0
584600,1,0,0
584760,1,0,0
584780,1,0,0
584800,1,1,1
584850,1,0,0
584860,1,0,0
584880,1,0,0
584890,1,1,0
584930,1,0,0
584940,1,1,1
584980,1,1,0
584990,1,1,1
585040,1,0,0
585080,1,0,0
585090,1,0,0
585180,1,1,1
585190,1,1,1
585220,1,0,0
585240,1,0,0
585270,1,0,0
585290,1,1,0
585310,1,0,0
585340,1,0,0
585360,1,0,0
585410,1,1,0
585420,1,0,0
585430,1,0,0
585450,1,0,0
585500,1,0,0
585550,1,0,0
585560,1,0,0
585590,1,0,0
585600,1,1,0
585610,1,1,0
585620,1,1,0
585630,1,0,0
585690,1,0,0
585710,1,0,0
585740,1,0,0
585750,1,0,0
585770,1,0,0
585820,1,0,0
585830,1,0,0
585840,1,1,0
585860,1,0,0
585880,1,1,1
585890,1,1,1
585900,1,0,0
585910,1,0,0
585920,1,0,1
585940,1,0,0
585950,1,1,1
585970,1,1,1
585990,1,0,0
586020,1,0,0
586030,1,0,0
586060,1,1,0
586080,1,0,0
586100,1,0,0
586110,1,0,0
586130,1,0,0
586140,1,0,0
586150,1,1,1
586160,1,1,1
586170,1,1,1
586200,1,0,0
586230,1,1,0
586240,1,1,1
586270,1,1,0
586280,1,1,0
586310,1,1,0
586320,1,1,1
586340,1,0,0
586350,1,0,1
586360,1,0,0
586380,1,0,0
586390,1,0,0
586430,1,0,0
586450,1,0,0
586460,1,0,0
586470,1,0,0
586480,1,0,0
586520,1,0,0
586530,1,0,0
586540,1,0,0
586570,1,0,0
586600,1,0,0
586660,1,1,1
586670,1,1,0
586680,1,0,0
586690,1,0,0
586700,1,0,0
586710,1,0,0
586740,1,0,0
586750,1,1,0
586770,1,0,0
586790,1,0,0
586830,1,0,0
586880,1,0,0
586890,1,0,0
586920,1,0,0
586930,1,0,0
586950,1,0,0
586960,1,1,1
586970,1,1,0
586980,1,1,1
586990,1,0,0
587000,1,1,0
587010,1,1,1
587070,1,0,1
587100,1,0,0
587110,1,0,0
587180,1,0,0
587210,1,0,0
587220,1,0,0
587260,1,0,0
587290,1,1,1
587310,1,0,0
587330,1,0,0
587390,1,0,0
587400,1,0,0
587420,1,0,0
587430,1,0,0
587440,1,1,0
587450,1,0,0
587470,1,0,0
587480,1,0,0
587490,1,0,0
587540,1,0,0
587560,1,0,0
587570,1,1,0
587580,1,0,0
587590,1,0,0
587620,1,0,0
587690,1,0,0
587710,1,0,0
587730,1,0,0
587770,1,1,1
587790,1,1,0
587810,1,0,0
587830,1,0,0
587840,1,0,0
587860,1,0,0
587920,1,0,0
587930,1,0,0
587970,1,0,0
588030,1,0,0
588040,1,1,0
588050,1,1,1
588070,1,0,0
588080,1,0,0
588090,1,0,0
588100,1,0,0
588110,1,1,1
588120,1,0,0
588140,1,0,0
588160,1,1,1
588180,1,1,1
588190,1,0,0
588200,1,0,0
588210,1,0,0
588230,1,1,0
588240,1,1,0
588290,1,0,0
588340,1,0,0
588350,1,0,0
588410,1,0,0
588420,1,0,0
588430,1,0,0
588490,1,0,0
588540,1,1,1
588550,1,0,0
588560,1,0,0
588620,1,1,0
588630,1,1,0
588650,1,1,1
588690,1,0,1
588710,1,0,1
588730,1,1,1
588750,1,0,0
588800,1,0,0
588880,1,0,0
588890,1,1,1
588920,1,0,0
588950,1,0,0
588970,1,0,0
588980,1,0,0
588990,1,0,0
589060,1,0,1
589080,1,0,0
589100,1,0,0
589110,1,0,0
589150,1,0,0
589160,1,0,0
589170,1,0,0
589180,1,0,0
589200,1,0,0
589220,1,0,0
589240,1,0,0
589250,1,0,0
589260,1,0,0
589270,1,1,1
589280,1,0,0
589290,1,0,0
589300,1,1,0
589320,1,0,0
589360,1,0,0
589380,1,0,0
589410,1,1,1
589420,1,1,1
589440,1,0,0
589460,1,0,0
589470,1,1,1
589480,1,1,1
589510,1,1,1
589530,1,0,0
589590,1,1,1
589620,1,0,0
589640,1,0,0
589670,1,1,0
589680,1,0,0
589690,1,1,1
589730,1,1,1
589740,1,0,0
589760,1,1,1
589770,1,0,0
589780,1,1,1
589850,1,1,1
589860,1,1,1
589870,1,0,0
590250,1,0,0
590270,1,1,0
590280,1,0,0
590370,1,1,0
590380,1,1,0
590430,1,0,0
590440,1,0,0
590530,1,0,0
590560,1,0,0
590570,1,0,0
590580,1,0,0
590590,1,1,1
590600,1,0,0
590660,1,0,0
590690,1,0,0
590720,1,0,0
590770,1,1,0
590820,1,0,0
590840,1,1,1
590870,1,0,0
590910,1,0,0
590940,1,0,0
590950,1,0,0
590970,1,0,0
591000,1,1,1
591010,1,0,0
591080,1,1,0
591090,1,1,0
591130,1,0,0
591140,1,0,0
591350,1,0,0
591360,1,0,0
591370,1,0,0
591380,1,1,1
591420,1,0,0
591460,1,0,0
591470,1,0,0
591560,1,0,0
591580,1,0,0
591610,1,0,0
591630,1,1,0
591640,1,0,1
591660,1,0,0
591680,1,0,0
591740,1,0,0
591750,1,0,0
591790,1,0,0
591910,1,1,0
591920,1,0,0
591930,1,0,0
591940,1,0,0
591950,1,0,0
591960,1,1,0
591990,1,0,0
592020,1,1,1
592030,1,0,0
592040,1,0,0
592060,1,0,0
592100,1,0,0
592120,1,0,0
592130,1,0,0
592200,1,1,1
592240,1,0,0
592260,1,0,0
592270,1,0,0
592300,1,1,1
592320,1,0,0
592340,1,0,0
592360,1,0,0
592400,1,0,0
592410,1,0,0
592550,1,0,0
592560,1,0,0
592570,1,0,0
592620,1,0,0
592660,1,1,0
592720,1,0,0
592730,1,0,0
592750,1,0,0
592780,1,0,0
592890,1,1,1
592990,1,1,0
593030,1,0,0
593070,1,1,1
593090,1,0,0
593200,1,1,1
593210,1,0,0
593240,1,0,0
593250,1,0,0
593260,1,0,0
593280,1,1,0
593290,1,0,0
593330,1,1,1
593340,1,0,0
593400,1,0,0
593410,1,1,1
593490,1,0,0
593530,1,0,0
593540,1,1,1
593560,1,0,0
593600,1,0,0
593620,1,0,0
593670,1,0,0
593680,1,1,0
593700,1,1,0
593730,1,0,0
593740,1,0,0
593850,1,0,0
593900,1,0,0
593950,1,0,0
593970,1,0,0
593980,1,0,0
594040,1,0,0
594050,1,0,0
594120,1,0,0
594130,1,1,1
594150,1,0,0
594160,1,0,0
594200,1,0,0
594300,1,1,1
594310,1,1,1
594320,1,1,1
594330,1,0,0
594350,1,0,0
594360,1,0,0
594370,1,0,0
594410,1,0,0
594490,1,0,0
594550,0,1,1
594570,1,1,1
594640,1,0,0
594650,1,0,0
594660,1,1,1
594680,1,1,0
594720,1,0,0
594750,1,1,1
594760,1,0,0
594810,1,1,1
594820,1,1,1
594950,1,0,0
594980,1,0,0
595010,1,1,1
595030,1,0,0
595060,1,0,0
595070,1,0,0
595080,1,0,0
595090,1,0,0
595100,1,0,0
595110,1,0,0
595120,1,0,1
595130,1,0,0
595140,1,1,1
595150,1,0,0
595160,1,0,0
595260,1,0,0
595270,1,1,1
595280,1,1,1
595300,1,0,0
595320,1,0,0
595360,1,0,0
595420,1,1,0
